set|hollis-id|title|locator|pub|author|isbn|tbrc-rid
tibetan.dlc.xml|001350703-6|Yaṅ zab bla med rdzogs pa chen poʼi gdams khrid Tshe dbaṅ Bod yul maʼi sgrub pa bcas kyi gsuṅ pod;a cycle of Bonpo life consecration precepts and ritual and meditational instructions rediscovered from its place of concealement at Ñaṅ-stod Phyug-mo-dpalby Bon-źig Gʹyuṅ-druṅ-gliṅ-pa. Copied from a blockprint from Hor Bon-tha belonging to Tenzin Namdak and published by Gʹyuṅ-druṅ-rgyal-mtshan.|73902709 /SA|[Delhi]distributor: Tibetan Bonpo Monastic Center, New Thobgyal, H.P.,1973.|Bon-źig Gʼyuṅ-druṅ-gliṅ-pa,1228-||
tibetan.dlc.xml|001350704-4|Spyi ʾdul yi dam rgya mtshoʾi rgyud las Yaṅ gsaṅ Rta dbu dmar chuṅ gi sgrub pa las tshogs daṅ bcas paʾi skor;propitiatory teachings of Bon, rediscovered by Skyu-ra Rnal-ʾbyor and related texts by great masters of the past.Reproduced from MSS. brought from Tre-pa Lho-ma near Skyid-roṅ by Patshang Lama Sonam Gyaltsen.|73904143 /SA|[Delhi]distributor: Tibetan Bonpo Monastic Center, New Thobgyal, H.P.,1973.|Blo-gros-rgyal-mtshan,Skyu-ra Rnal-ʾbyor.||
tibetan.dlc.xml|001350705-2|Bonpo ritual texts :a collection of popular liturgical works focussing upon the invocation and propitiation of Bonpo deities of the cycles of Gʾyuṅ-druṅ Rnam-ʾjoms, Dbalkhyuṅ Dmar-po, Rig-ʾdzin Tshe-dbaṅ-mchog-ʾdus Tshesgrub, and Du-tri-su Sgrib-sbyoṅ.|74902493 /SA|Delhi :G.S. Gyaltsen ;Dolanji, H.P. :distributor, Tibetan Bonpo Monastic Centre,1974.|||
tibetan.dlc.xml|001350706-0|Bonpo abhiṣeka texts :a collection of liturgical works outlining the theory and practice of the initiations and consecrations of Bon /compiled and edited by Horpa Dpon-slob Saṅs-rgyas-bstan-dzin.|75901826 /SA|Delhi :Saṅs-rgyas-bstan-ʼdzin ;Dolanji, H.P. :distributor, Tibetan Bonpo Monastic Centre,1974.|||
tibetan.dlc.xml|001350718-4|Bonpo popular canonical texts;Rigs drug thar pa chen poʾi mdo gzuṅs, Thos grol do ʾphraṅ sgrol chen po, and the Skye sgo gcod paʾi mdo with Cha lag. Reproduced from mss. preserved in the Bonpo monasteries in Dhorpatan, Nepal, and at Dolanji, H.P.|74900987 /SA/r862|DolanjiTibetan Bonpo Monastic Centre,1974.|||
tibetan.dlc.xml|001350759-1|Sñan rgyud mdo sde rin chen sgron ma :teachings on the significance of the ʻOm ma tri mu ye sa le ʾduʾ formula of Bon /orally transmitted to Sprul-sku Blo-Idan-sñiṅ-po. And Sñan rgyud gser ʾod nor bu ʾod ʾbar : canonical collection of dharani to be read to increase one's fortunes / orally transmitted to Gliṅ-gśen Nam-mkhaʾ-thogs-med.|72903250 /SA/r82|New Delhi :Ngawang Sonam ;Dolanji, H.P. :distributor, Tibetan Bonpo Monastic Centre,1972.|Blo-Idan-sñiṅ-po,1360-1385?||
tibetan.dlc.xml|001356832-9|The collected works (gsuṅ ʾbum) of the Seventh Dalai Lama Blo-bzaṅ-bskal-bzaṅ-rgya-mtsho.|75904279 /SA/r943|Gangtok :Dodrup Sangye,1975-1983.|Bskal-bzaṅ-rgya-mtsho,Dalai Lama VII,1708-1757.||
tibetan.dlc.xml|001356833-7|The autobiography and collected writings (gsuṅ thor bu) of the Third Rig-ʼdzin Yol-mo-ba Sprul-sku Bstan-ʼdzin-nor-bu.|77905511 /SA/r894|Dalhouse, H.P. :Damcho Sangpo,1977.|Bstan-ʼdzin-nor-bu,Yol-mo-ba III,1598-||
tibetan.dlc.xml|001356854-X|Chanting manuals for the Sa-skya-pa rites of Vajrakīla and Mahākāla Pañjararanātha[sic] /by ʼJam-dbyaṅs Bsod-nams-dbaṅ-po ; with an instruction for playing the cymbals in the Vajrakīla ritual.|77905320 /SA/r85|Dehra Dun :Shedub Gyatso,1977.|Bsod-nams-dbaṅ-po,ʼJam-dbyaṅs,1559-||
tibetan.dlc.xml|001356893-0|Gsaṅ ʻdus dkyil ʻkhor cho gaʻi rnam bśad :a detailed exegesis of the ritual of the Guhyasamája maṇḍala /by the Seventh Dalai Lama Bskal-bzaṅ-rgya-mtsho.|72908272 /SA/r86|New Delhi :[s.n.],1972.|Bskal-bzaṅ-rgya-mtsho,Dalai Lama VII,1708-1757.||
tibetan.dlc.xml|001356930-9|Miscellaneous writings and rediscovered teachings of the Sixth Khams-sprul Bstan-paʾi-ñi-ma and his student Byams-me Chos-dpal-rgya-mtsho.|76900179 /SA|Palampur :Sungrad Nyamso Gyunphel Parkhang, Tibetan Craft Community,1975-|Bstan-paʾi-ñi-ma,Khams-sprul VI,1849-1907.||
tibetan.dlc.xml|001356954-6|Rgyal rabs gsal baʾi me loṅ :a history of Tibet during the period of the Royal Lha Dynasty /Sa-skya Bla-ma Dam-pa Bsod-nams-rgyal-mtshan.|73907897|[Delhi] :Patshang Lama Sonam Gyaltsen ;Dolanji (Himachal Pradesh) :Tibetan Bonpo Monastic Center [distributor] ;1973.|Bsod-nams-rgyal-mtshan,Sa-skya-pa Bla-ma Dam-pa,1312-1375.||W23770
tibetan.dlc.xml|001357006-4|ʾBri guṅ thel chos Bdud rtsiʾi thigs pa :a collection of highly esoteric instructions on various aspects of Buddhist practice, comprising the "sealed" or bkaʾ-rgya-ma portions of the collected writings (gsuṅ-ʾbum) of ʾbri-guṅ Skyob-pa ʾJig-rten-mgon-po.|75903776|New Delhi :Tsering Dorma Gelek,1975.|ʾBri-guṅ Chos-rje ʾJig-rten-mgon-po,1143-1217.||
tibetan.dlc.xml|001357007-2|Gsaṅ ʾdus rgyud ʾgrel :being the text of the commentary on the Guhyasamaja Tantra entitled 'Rgyud kyi rgyal po Gsan ba ʾdus paʾi rtsa rgyud ʾgrel pa dan bcas paʾi dgons ʾgrel legs bsad gter gyi ban mdzod' /by Srad-rgyud-pa Brtson-ʾgrus-ʾphags.|74900487|New Delhi :Trayang and Jamyang Samten,1973.|Brtson-ʾgrus-ʾphags,Srad-rgyud-pa.||W15282
tibetan.dlc.xml|001357009-9|Bsaṅs paʾi bkra śis re skoṅ ma :a liturgical manual for the performance of the ritual of burning fragrant boughs.|79906367|Chemre :[s.n.],1969.|||
tibetan.dlc.xml|001357011-0|The autobiography of the third Rdo-rje-brag Rig-ʼdzin Bskal-bzaṅ-padma-dbaṅ-phyug :being the text of "Lha rigs kyi btsun pa Bskal bzaṅ padmaʼi miṅ can raṅ ṅid [sic] kyi rtogs par brjod pa ʼjam gñen utpal gźad paʼi dgaʼ tshal gźon nu buṅ baʼi yid ʼphrog".|73903949|Leh :Pema Choden,1973.|Bskal-bzaṅ-padma-dbaṅ-phyug,Rdo-rje Brag Rig-ʼdzin III,1719 or 1720-approximately 1770.||W30122
tibetan.dlc.xml|001357015-3|Dmar khrid dug lṅa raṅ grol;practical instructions of Bonpo meditative practice,by Dkar-ru Grub-dbaṅ Bstan-ʼdzin-rin-chen. Reproduced from a MS. from Bsamgliṅ Monastery in Dol-po by Topden Tshering.|72908434 /SA/r89|[Delhi];distributor: Tibetan Bonpo Monastic Centre, New Thobgyal, H.P.,1972.|Bstan-ʼdzin-rin-chen,Dkar-ru Grub-dbaṅ,1801-||
tibetan.dlc.xml|001357018-8|Rgyal kun khyab bdag ʾgro baʾi bla ma Bstan ʾdzin Rin po che legs paʾi don grub źabs kyi rnam par thar pa Ṅo mtshar nor buʾi mchod sdoṅ :the life of Sgaṅ-steṅ Sprul-sku Bstan-ʾdzin-legs-paʾi-don-grub /by Rje Mkhan-chen X Bstan-ʾdzin-chos-rgyal ; Rgyal kun brtse baʾi spyi gzugs Sems dpaʾ chen po Gsuṅ dbaṅ sprin dbyaṅs kyi rtogs pa brjod pa Rig ʾdzin kun tu dgaʾ baʾi zlos gar : the life of Skyabs-phra Mtshams-brag Bla-ma Ṅag-dbaṅ-ʾbrug-pa.|75904457|Thimphu :Kunsang Topgay,1975.|Bstan-ʾdzin-chos-rgyal,Rje Mkhan-po X,1700-1766.||W20907
tibetan.dlc.xml|001357022-6|Sñan ṅag gi dper brjod Tshaṅs sras dgyes paʼi rol mo :a collection of examples of elegant Tibetan poetry /by the 5th Panchen Lama Bstan-paʼi-dbaṅ-phyug ; together with the Bśad sbyar and Dper brjod / of Bod-mkhas-pa Mi-pham-dge-legs-rnam-rgyal.|72906986|New Delhi :Chos-ʼphel-legs-ldan,1972.|Bstan-paʼi-dbaṅ-phyug,Panchen Lama V,1855?-1881?||W30294
tibetan.dlc.xml|001357024-2|Gzuṅs ʾdus;a collection of Bonpo dhāraṇi and related liturgical texts,compiled and arranged by Bru-ston Rgyal-ba-gʾyuṅ-druṅ. Photographically reproduced from a ms. from the Bonpo monastery in Dhorpatan (northwestern Nepal).|74900316 /SA|Dolanji, H.P.,Tibetan Bonpo Monastic Centre,1974.|Bru-sgom Rgyal-ba-gʼyung-drung,1242-1290,comp.||
tibetan.dlc.xml|001357078-1|The autobiography of Dkar-ru Grub-dbaṅ Bstan-ʼdzin-rin-chen (Dpal Sña chen rig ʼdzin mchog gi rnam sprul Baiʼu Ldoṅ btsun Grub paʼi dbaṅ phyug Bstan ʼdzin rin chen rgyal mtshan Bde chen sñiṅ po can gyi rnam par thar pa rmad ʼbyung yon tan yid bźin nor buʼi gter).|74901526 /SA|Delhi :Gelong Sonam Gyaltsen ;Dolanji, H.P. :distributor, Tibetan Bonpo Monastic Centre,1974.|Bstan-ʼdzin-rin-chen,Dkar-ru Grub-dbaṅ,1801-||
tibetan.dlc.xml|001368564-3|Ñer mkho sna tshogs kyi beʾu bum phan bde rab ster :a collection of esoteric practices on important aspects of ritual /by the Sixth Źwa-dmar Chos-kyi-dbaṅ-phyug, and Mkhaʾ ʾgro ma Seṅ gdoṅ maʾi sgrub skor : a collection of rituals for the invocation of the Lion-faced Ḍākini of Karma-chags-med (Rā-ga-a-sya).|77907208 /SA/r942|Gangtok :Sherab Gyaltsen Lama,1977.|Chos-kyi-dbaṅ-phyug,Źwa-dmar VI,1584-1630.||
tibetan.dlc.xml|001368675-5|Chos spyiʾi sṅon du ʾgro baʾi lhan thabs gtam rgyud and Rgyu ʾbras gsal baʾi ʾphreṅ ba :two works of as yet unknown authorship on aspects of Buddhism.|75904458 /SA/r872|Thimphu :Kunsang Tobgay,1975.|||
tibetan.dlc.xml|001368713-1|Collected miscellaneous writings of the successive embodiments of the Rdo Grub-chen.|77903411 /SA|Gangtok :Lama Dodrup Sangyay,1977.|||
tibetan.dlc.xml|001368717-4|Lam zab bla ma sgrub paʼi chos skor :a cycle of Buddhist practices focussing upon the realization (sādhana) of the guru /set down by the ʼBri-guṅ Rig-ʼdzin chen-po Chos-kyi-grags-pa.|76901485 /SA|Delhi :Khetsun Sangpo,1976.|Chos-kyi-grags-pa,ʼBri-guṅ Rig-ʼdzin,1595-||
tibetan.dlc.xml|001368718-2|Bcom Idan ʾdas Padma dbaṅ chen Yaṅ gsaṅ khros pa lha dguʾi ʾphrin las la brten nas tshogs mchod daṅ ʾbrel bar skoṅ bśags ji ltar bya tshul dbaṅ chen dgyes paʾi mchod sprin :instructions for the regular propitiatory rites for Hayagrīva and his retinue /by Mkhar-rdo Chos-kyi-rdo-rje (Bde-mchog-dgaʾ-bźi-mdzad-med).|77905325 /SA|Delhi :Ngawang Sopa,1977.|Chos-kyi-rdo-rje,Mkhar-rdo.||
tibetan.dlc.xml|001368719-0|Collected rituals of the Rdo-dmar-ba tradition.|77905330 /SA|New Delhi :Ngawang Sopa,1977.|||
tibetan.dlc.xml|001368742-5|Gu ru drag po mthiṅ nag gnam lcags thog gi ral griʼi chos skor; teachings focussing upon the Guru Rimpoche in a wrathful aspect /revealed by Chos-rgyal-rdo-rje ; with liturgical notes by Tshogs-gñis Padma-dri-med-ʼod-zer.|74900925 /SA|Bir, H.P. :Kandro,1974.|Chos-rgyal-rdo-rje.||
tibetan.dlc.xml|001368750-6|Collected initiatory texts of the ʼBri-guṅ Dkar-brgyud-pa tradition :with related accounts of the history and design of the various maṇḍalas /by Rig-ʼdzin Chos-kyi-grags-pa and others.|77905301 /SA|Bir, H.P. :D. Tsondu Senghe,1977.|||
tibetan.dlc.xml|001368795-6|Collected biographical material about Lo-chen Rin-chen-bzan-po and his subsequent reembodiments.|77903399 /SA/r86|[s.l.] :Rdo-rje-tshe-brtan,1977.|||
tibetan.dlc.xml|001368797-2|The autobiography of Rig-ʼdzin Chos-rgyal-rdo-rje, together with his Phyag chen źal gdams and works from his visionary cycle O rgyan mkhaʼ ʼgro nor lhaʼi sgrub thabs.|75903137 /SA/r86|Delhi :Dam-chos-smon-lam,1975.|Chos-rgyal-rdo-rje,1789-approximately 1859.||
tibetan.dlc.xml|001380460-X|Dpal yul chos spyod :collected liturgical texts recited at the monastery of Dpal-yul in Khams.|78900371 /SA|Dehra Dun :D. G. Khochhen Tulku,1977.|||
tibetan.dlc.xml|001380505-3|Dpal yul gyi bsaṅs skor :collected rituals for the offering of bsaṅs of the Dpal-yul tradition.|78900376 /SA/r90|Dehra Dun :D. G. Khochhen Tulku,1977.|||
tibetan.dlc.xml|001380594-0|Dpal ldan ʾBrug paʾi chos srun chog ʾphren gi rim pa rnams nag ʾgros khrigs chags su bkod pa :rites of propitiation for the protective deities of the ʾBrug-pa Dkar-brgyud-pa tradition /by Kun-mkhyen Padma-dkar-po, ʾBrug-chen Kungzigs-chos-snaṅ, and others.|78902066 /SA|Darjeeling :Kargyud Sungrab Nyamso Khang,1978.|||
tibetan.dlc.xml|001380714-5|The collected works of Dpal-sprul O-rgyan-ʼjigs-med-chos-kyi-dbang-po.|72914680 /SA/r894|Gangtok :[s.n.],1970-1971.|O-rgyan-ʼjigs-med-chos-kyi-dbaṅ-po,Dpal-sprul,1808-||
tibetan.dlc.xml|001380799-4|Collected works (gsuṅ ʾbum) of the Eighth Khams-sprul Skal-bzaṅ-don-brgyud-ñi-ma.|75908672 /SA/r884|Palampur :Sungrab Gyunphel Parkhang, Tibetan Craft Community,1975-|Don-brgyud-ñi-ma,Khams-sprul VIII,1931-||
tibetan.dlc.xml|001380807-9|Commentaries on the Rtsa rgyud, Bśad rgyud, and Phyi ma rgyrud (three of the four medical tantras) /by Goṅ-sman Dkon-mchog-bde-legs.|77907206 /SA/r94|Leh :T. Sonam Tashigang,1977.|Dkon-mchog-bde-legs, Goṅ-sman.||
tibetan.dlc.xml|001380812-5|Dgoṅs gcig and Bstan sñiṅ texts of the ʼBri-guṅ-pa tradition :a collection of rare texts on the two special teachings of the school /by Rig-ʼdzin Chos-kyi-grags-pa and others.|77903295 /SA|Bir, H.P. :D. Tsondu Senghe,1977.|||
tibetan.dlc.xml|001380826-5|Slob ma la phan paʾi zin tig :a collection of instructions on Tibetan medicine and treatment /by Gtsaṅ-sman Dar-ma-mgon-po.|76902437 /SA|Gangtok :Sherab Gyaltsen Lama,1976.|Dar-ma-mgon-po,Gtsaṅ-stod.||
tibetan.dlc.xml|001380862-1|Commentaries on the Guhyagarbha tantra and other rare Nyingmapa texts from the library of Dudjom Rimpoche.|74900928 /SA/r91|New Delhi :Sanje Dorje,1974-1978.|||
tibetan.dlc.xml|001380931-8|Slob dpon saṅs rgyas gñis paʼi gsol ʼdebs ʼgro mgon dbaṅ sdud sñiṅ poʼi thugs thig :a reverential petition ot Padmasambhava /revealed by Dbaṅ-sdud-sñiṅ-po.|72904714 /SA|Kelang :[s.n.],1968.|Dbaṅ-sdud-sñiṅ-po.||
tibetan.dlc.xml|001380933-4|Smyuṅ gnas kyi cho ga :a method of fasting and silence /set down by Źwa-dmar Dkon-mchog-yan-lag ; and rev. and enl. by Karma-chags-med.|78913541 /SA/r943|Kelang :[s.n.],1969.|Dkon-mchog-yan-lag,Źwa-dmar V,1525-1583.||
tibetan.dlc.xml|001380984-9|Theg pa cehn [sic] po Rgyud bla maʼi bstan bcos legs bśad ñi maʼi ʼod zer :a detialed [sic] commentary on the Ratnagotravibhāga or Uttaratantraśāstra /by Dol-po-pa Śes-rab-rgyal-mtshan, and Dus ʼkhor chos ʼbyuṅ and the famed Rgya gar ʼPhags paʼi yul gyi chos ʼbyuṅ : histories of the Kalacakra practice and Buddhism in India / by Jo-naṅ-pa Kun-mkhyen Tāranathā.|77902877 /SA/r963|Thimphu :Kusang Topgay,1976.|Śes-rab-rgyal-mtshan,Dol-po-pa,1292-1361.||
tibetan.dlc.xml|001381021-9|Slob maʾi don du zin thig :and Bu la gdams pa yaṅ thig ; two works on the essentials of Tibetan medical practice /by Gtsaṅ-stod Dar-ma-mgon-po.|75906389|Leh :Tsering Paljor,1975.|Dar-ma-mgon-po,Gtsaṅ-stod.||W1KG12775
tibetan.dlc.xml|001381025-1|Rgyal kun spyi gzugs bla chen Dran pa gsaṅ baʼi sgrub paʼi khrid gźuṅ bcas kyi gsuṅ pod;a collection of esoteric teachings focussing upon Dran-pa-nam-mkhaʼ.Rediscovered from their place of concealment by Dpon-gsas Khyuṅ-rgod-rtsal. Reproduced from rare MSS. from Bsam-gliṅ Monastery in Dolpo (northwestern Nepal) by Tshultrim Tashi.|73902478 /SA/r882|[Delhi];distributor: Tibetan Bonpo Monastic Centre, New Thobgyal, H.P.,1973.|Dpon-gsas Khyuṅ-rgod-rtsal,1175-||
tibetan.dlc.xml|001381027-8|Dbaṅ ldan Źu yi gsaṅ sṅags spyi yi ñer mkhoʾi phyag len daṅ Dmu rgyal Gśen gyi źi ba bsaṅ mchod bcas kyi gsuṅ pod :a collection of texts setting forth the ritual methods (lag-len) of the Źu and Gśen lineages of hereditary Bonpo lamas.|73900348 /SA|[Delhi :s.n.] ;New Thobgyal, H.P. :distributor, Tibetan Bonpo Monastic Centre,1973.|||
tibetan.dlc.xml|001381033-2|The collected works of A-kya Yoṅs-ʾdzin.|74926906|New Delhi :Lama Guru Deva,1971.|Dbyaṅs-can-dgaʾ-baʾi-blo-gros,A-kya Yoṅs-ʾdzin.||W1KG9561
tibetan.dlc.xml|001381034-0|Bcom ldan ʾdas thub paʾi dbaṅ poʾi rnam par thar pa la bstod pa bdud dpuṅ phye mar ʾthag pa :a poem of praise recalling the deeds of the Shakyamuni Buddha /by Dge-ʾdun-grub, the First Dalai Lama.|70904463 /SA|Kelang :[s.n.],1968.|Dge-ʾdun-grub,Dalai Lama I,1391-1474.||
tibetan.dlc.xml|001381035-9|Bla med Rdzogs pa chen po Yaṅ rtse kloṅ chen gyi khrid gźuṅ cha lag daṅ bcas paʼi gsuṅ pod;rare teachings on the practice of an important Bonpo Dzogchen tantrarecovered from their place of concealment by Gźod-ston Dṅos-grub-grags-ʼbar. Reproduced from a recent MS. collection copied from various texts preserved in Bsam-gliṅ Monastery in Dolpo (northwestern Nepal) by Sherab Wangyal.|73903525 /SA/r83|[Delhi];distributor: Tibetan Bonpo Monastic Centre, New Thobgyal, H.P.,1973.|Dṅos-grub-grags-ʼbar,Gźod-ston,active 1088.||
tibetan.dlc.xml|001381063-4|Bkʾa-brgyud-pa hagiographies :a collection of rnam-thar of eminent masters of Tibetan Buddhism /compiled and edited by Khams-sprul Don-brgyud-nyi-ma.|72900873 /SA/r81|Palampur, H.P. :Sungrab Nyamso Gyunphel Parkhang, Tibetan Craft Community,1972-1976.|||
tibetan.dlc.xml|001381074-X|The collected works of Dbal-maṅ Dkon-mchog-rgyal-mtshan.|74902534|New Delhi :Gyalten Gelek Namgyal,1974.|Dbal-maṅ Dkon-mchog-rgyal-mtshan,1764-1853.||W2519
tibetan.dlc.xml|001381077-4|Three karchacks :Lha ldan sprul paʾi gtsug lag khang gi dkar chag shel dkar me long (1645) /by the Fifth Dalai Lama Ngag-dbang-blo-bzang-rgya-mtsho. Grwa sa chen po bzhi dang rgyad [sic] pa stod smad chags tshul pad dkar ʾphreng ba (1744) / by Phur-bu-lcog Ngag-dbang-byams-pa. And Gangs can gyi ljongs su bkaʾ dang bstan bcos sogs kyi glegs bam spar gzhi ji ltar yod pa rnam nas dkar chag spar thor phyogs tsam du bkod pa phan bdeʾi pad tshal ʾbyed paʾi nyin byed ; edited and reproduced by Ngawang Gelek Demo, with an English introd. by E. Gene Smith.|70917195 /SA/r952|New Delhi :[s.n.],1970.|||
tibetan.dlc.xml|001381090-1|Rdzogs pa chen po zab lam gnad kyi gdams pa Bsgrags pa skor gsum ma bu cha lag daṅ bcas pa :a collection of Bonpo Dzogchen teachings rediscovered by Gźod-ston Dṅos-grub-grags-ʼbar from a Vairocana image at Kho-brag Mkho-mthiṅ.|73901179 /SA|Delhi :[s.n.] ;New Thobgyal, H.P. :Tibetan Bonpo Monastic Centre,1973.|Dṅos-grub-grags-ʼbar,Gźod-ston,active 1088.||
tibetan.dlc.xml|001381091-X|Tshe dbaṅ rgya gar maʼi khrid daṅ sgrub pa bcas kyi gusṅ pod;a collection of Bonpo teachings on the life-consecration rites, rediscovered from their place of concealment by Dpon-gsas Khyuṅ-rgod-rtsal.Reproduced from the MS. collections of Bsam-gliṅ Monastery in Dol-po (northwestern Nepal) by Yongzin Sanyge [sic] Tenzin.|73901180 /SA|[Delhi]distributor: Tibetan Bonpo Monastic Centre, New Thobgyal, H.P.,1973.|Dpon-gsas Khyuṅ-rgod-rtsal,1175-||
tibetan.dlc.xml|001381092-8|Dbal mo las kyi thig leʾi las mthaʾi skor(a collection of Bonpo rites for invoking curses upon the enemy) and Ma rgyud rgyal ba rgya mtshoʾi bśad byaṅ (a commentary on the Bonpo Mother Tantra)by Dmu-dbaṅ Ñi-ma-rgyal-mtshan. Reproduced from MSS. preserved at Bsam-gliṅ Monastery in Dol-po (northwestern Nepal) by Patshang Lama Sonam Gyaltsen.|73903237 /SA|[Delhi]distributor: Tibetan Bonpo Monastic Centre, New Thobgyal, H.P.,1973.|||
tibetan.dlc.xml|001381094-4|Dbaṅ ldan Źu yi riṅ lugs kyi Źi khroʾi sgrub skor :a collection of Źi-khro texts representing the tradition of the Źu lineage of Bonpo lamas.|75903251 /SA|Delhi :Sonam Dakpa ;Dolanji, H.P. :distributor, Tibetan Bonpo Monastic Centre,1975.|||
tibetan.dlc.xml|001381097-9|Texts on the design and creation of Buddhist icons (paintings, statues, stupas and mandalas) /by Padma-dkar-po, Mi-pham-rgya-mtsho, Smin-gling Lo-chen, and Rig-ʾdzin Chos-kyi-grags-pa. Compiled by Khams-sprul Don-brgyud-nyi-ma.|70915079|Palampur :The Sungrab Nyamso Gyunphel Parkhang,1970.|||
tibetan.dlc.xml|001381099-5|Dpal ʾBrug paʾi dam can rgya mtshoʾi mchod sprin yoṅs ʾdus nag ʾgros su bkod pa :a collection of rites for the propitiation of the protective deities of the ʾBrug-pa Dkar-brgyud-pa.|76904859|Delhi :Topden Tshering,1976.|||
tibetan.dlc.xml|001381101-0|Gtsaṅ mz Źaṅ źuṅ gi Bon khod gsaṅ ba drag chen gyi sgrub pa las tshogs bcas kyi gsuṅ pod :a collection of texts from the rediscoveries of Dpon-gsas Khyuṅ-rgod-rtsal concerned with the Bonpo deities of the Ge-khod cycle and their propitiation.|73901153 /SA|[Delhi :s.n.] ;New Thobgyal, H.P. :distributor, Tibetan Bonpo Monastic Centre,1973.|Dpon-gsas Khyuṅ-rgod-rtsal,1175-||
tibetan.dlc.xml|001381187-8|G ́yuṅ druṅ Bon gyi bstan ʾbyuṅ :a detailed history of the Bon religion with a survey of Bonpo Monasteries in Tibet /by Dpal-ldan-tshul-khrims.|72902528|Dolanji, H.P. :Tibetan Bonpo Monastic Centre,1972.|Dpal-ldan-tshul-khrims,1904-1972.||
tibetan.dlc.xml|001381188-6|The biography of Khyuṅ-sprul ʼJigs-med-nam-mkhaʼi-rdo-rje :being the text of "Khyab bdag ʼkhor loʼi mgon po mkhas grub ʼJigs med nam mkhaʼi rnam thar dad brgyaʼi rma bya rnam par rtse ba" /written by the late Dpal-ldan-tshul-khrims ; together with the Źal gdams and Ñams mgur of Khyuṅ-sprul.|72908435|[Delhi] :Sonam Dakpa ;New Thobgyal, H.P. :Tibetan Bonpo Monastic Centre [distributor],1972.|Dpal-ldan-tshul-khrims,1904-1972.||W30158
tibetan.dlc.xml|001397452-1|Gal mdo :texts concerned with the logical establishment of the authenticity of the Rdzogs-chen teachings of Bon.|72901750 /SA|[Delhi :s.n.] ;Dolanji, H.P. :distributor, Tibetan Bonpo Monastic Centre,1972.|||
tibetan.dlc.xml|001446252-4|Two introductions (khrid-yig) to Dzogchen practice :Kloń chen sñiṅ thig gi sṅon 'gro'i khrid yig thar lam gsal byed sgron me, and 'Od gsal rdzogs pa chen po yaṅ gsaṅ bla na med pa spyi'i khyad par gyi khrid yig lam bzaṅ ye śes sñiṅ po /by A-'dzom 'Brug-pa 'Gro-'dul-dpa'-bo-rdo-rje.|74900990|Darjeeling :[s. n.],1974.|ʾGro-ʾdul-dpaʾ-bo-rdo-rje,A-ʾdzom ʾBrug-pa,1842-1924.||W00KG09357
tibetan.dlc.xml|001446377-6|Gu ru drag po Rdo rje gro lod kyi chos skor;a cycle of ritual and contemplative teachings focussing upon the Rdo-rje-gro-lod aspect of the Mahasiddha Padmasambhava from the ʼOd gsal rdo rje gsang mdzod visions of A-ʼdzom ʼBrug-pa ʼGro-dul-dpaʼ-bo-rdo-rje.Reproduced from a MS. copy prepared on the basis of zylographs and MSS. in the library of Bdud-ʼjoms Rin-po-che by Sanje Dorje.|73904269 /SA/r94|New Delhi,1973.|ʼGro-ʼdul-dpaʼ-bo-rdo-rje, A-ʼdzom ʻBrug-pa,1842?-||
tibetan.dlc.xml|001446570-1|Mkhas grub bye baʾi bsti gnas ʾBrog Ri bo Dge ldan rnam par rgyal baʾi gliṅ gi ya gyal Śar rtse Nor bu gliṅ gi chos ʾbyuṅ lo rgyus ʾjam dpal sñiṅ poʾi dgoṅs rgyan :a history of the Śar-rtse Grwa-tshaṅ of Dgaʾ-ldan Monastery near Lhasa /by Se-ra Smad-pa Grags-pa-mkhas-grub.|75900889 /SA|New Delhi :Nawang Sopa,1975.|Grags-pa-mkhas-grub,Se-ra Smad-pa.||
